sample_id,agent_vs_gt_loc,agent_vs_gt_sloc,agent_vs_gt_loc_delta,agent_vs_gt_sloc_delta,agent_vs_gt_diff_lines_added,agent_vs_gt_diff_lines_removed,agent_vs_gt_diff_total_change,agent_vs_gt_diff_hunks,bypass_vs_gt_loc,bypass_vs_gt_sloc,bypass_vs_gt_loc_delta,bypass_vs_gt_sloc_delta,bypass_vs_gt_diff_lines_added,bypass_vs_gt_diff_lines_removed,bypass_vs_gt_diff_total_change,bypass_vs_gt_diff_hunks,agent_vs_bypass_loc,agent_vs_bypass_sloc,agent_vs_bypass_loc_delta,agent_vs_bypass_sloc_delta,agent_vs_bypass_diff_lines_added,agent_vs_bypass_diff_lines_removed,agent_vs_bypass_diff_total_change,agent_vs_bypass_diff_hunks,gt_loc,gt_sloc,gt_loc_delta,gt_sloc_delta,gt_diff_lines_added,gt_diff_lines_removed,gt_diff_total_change,gt_diff_hunks,n_commits_a,n_commits_b,n_commits_total
249060269671-1,218.0,209.0,218.0,209.0,19.0,-199.0,-180.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,209.0,218.0,209.0,19.0,-199.0,-180.0,7.0,53.0,26.0,-318.0,-257.0,24.0,342.0,366.0,2.0,2,77,79
27198332737-1,0.0,1.0,0.0,1.0,-3.0,-3.0,-6.0,-2.0,-32.0,-23.0,-32.0,-23.0,-36.0,-4.0,-40.0,-5.0,32.0,24.0,32.0,24.0,33.0,1.0,34.0,3.0,383.0,302.0,30.0,21.0,38.0,8.0,46.0,6.0,1,7,8
272340717131-1,6.0,6.0,6.0,6.0,2.0,-4.0,-2.0,0.0,6.0,6.0,6.0,6.0,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,146.0,140.0,-4.0,-4.0,3.0,7.0,10.0,3.0,2,1,3
273617180463-1,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,176.0,156.0,2.0,2.0,2.0,0.0,2.0,1.0,1,1,2
293257957212-1,-578.0,-453.0,-578.0,-453.0,-127.0,451.0,324.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-578.0,-453.0,-578.0,-453.0,-127.0,451.0,324.0,-12.0,779.0,605.0,22.0,20.0,139.0,117.0,256.0,20.0,4,12,16
307416445107-1,12.0,12.0,12.0,12.0,0.0,-12.0,-12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,0.0,-12.0,-12.0,-1.0,244.0,172.0,59.0,44.0,112.0,53.0,165.0,5.0,2,1,3
309870345904-1,6.0,7.0,6.0,7.0,2.0,-4.0,-2.0,4.0,2.0,2.0,2.0,2.0,-1.0,-3.0,-4.0,-1.0,4.0,5.0,4.0,5.0,3.0,-1.0,2.0,5.0,138.0,113.0,0.0,-1.0,15.0,15.0,30.0,3.0,4,21,25
314048431397-1,0.0,-1.0,0.0,-1.0,-2.0,-2.0,-4.0,-3.0,1.0,0.0,1.0,0.0,-1.0,-2.0,-3.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,112.0,91.0,0.0,1.0,2.0,2.0,4.0,3.0,1,1,2
314641429474-1,-8.0,-2.0,-8.0,-2.0,-9.0,-1.0,-10.0,-4.0,-60.0,-43.0,-60.0,-43.0,-111.0,-51.0,-162.0,-15.0,52.0,41.0,52.0,41.0,102.0,50.0,152.0,11.0,392.0,273.0,60.0,43.0,115.0,55.0,170.0,17.0,2,1,3
343522719498-1,-3.0,6.0,-3.0,6.0,-8.0,-5.0,-13.0,0.0,-96.0,-56.0,-96.0,-56.0,-293.0,-197.0,-490.0,-1.0,93.0,62.0,93.0,62.0,285.0,192.0,477.0,1.0,399.0,304.0,98.0,58.0,296.0,198.0,494.0,4.0,1,1,2
393294903439-1,-433.0,-349.0,-433.0,-349.0,-103.0,330.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-433.0,-349.0,-433.0,-349.0,-103.0,330.0,227.0,0.0,673.0,530.0,105.0,83.0,105.0,0.0,105.0,3.0,4,3,7
446901941937-1,4.0,3.0,4.0,3.0,1.0,-3.0,-2.0,0.0,2.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,-2.0,-2.0,0.0,196.0,168.0,-4.0,-3.0,0.0,4.0,4.0,1.0,1,1,2
458326496157-1,239.0,129.0,239.0,129.0,1.0,-238.0,-237.0,3.0,260.0,144.0,260.0,144.0,-3.0,-263.0,-266.0,1.0,-21.0,-15.0,-21.0,-15.0,4.0,25.0,29.0,2.0,18.0,15.0,-260.0,-144.0,5.0,265.0,270.0,1.0,1,4,5
484604872581-1,-5.0,0.0,-5.0,0.0,-3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,-3.0,2.0,-1.0,0.0,119.0,93.0,2.0,1.0,5.0,3.0,8.0,3.0,1,1,2
492139350012-1,-144.0,-107.0,-144.0,-107.0,-8.0,136.0,128.0,1.0,5.0,1.0,5.0,1.0,-2.0,-7.0,-9.0,-1.0,-149.0,-108.0,-149.0,-108.0,-6.0,143.0,137.0,2.0,417.0,301.0,18.0,9.0,29.0,11.0,40.0,3.0,15,2,17
51348011552-1,-1755.0,-1360.0,-1755.0,-1360.0,337.0,2093.0,2430.0,-7.0,78.0,68.0,78.0,68.0,-4.0,-82.0,-86.0,-7.0,-1833.0,-1428.0,-1833.0,-1428.0,341.0,2175.0,2516.0,0.0,2098.0,1657.0,-78.0,-69.0,5.0,83.0,88.0,8.0,1,3,4
517899874303-1,-239.0,-198.0,-239.0,-198.0,-114.0,125.0,11.0,0.0,-3.0,-3.0,-3.0,-3.0,-8.0,-5.0,-13.0,0.0,-236.0,-195.0,-236.0,-195.0,-106.0,130.0,24.0,0.0,493.0,409.0,61.0,64.0,163.0,102.0,265.0,12.0,18,3,21
519680728963-1,-4.0,-4.0,-4.0,-4.0,1.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,-4.0,1.0,5.0,6.0,3.0,220.0,192.0,7.0,7.0,11.0,4.0,15.0,3.0,1,1,2
530598542251-1,174.0,-15.0,174.0,-15.0,112.0,-62.0,50.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,-15.0,174.0,-15.0,112.0,-62.0,50.0,-2.0,989.0,752.0,29.0,27.0,102.0,73.0,175.0,5.0,1,1,2
531931975772-1,-1773.0,-1578.0,-1773.0,-1578.0,519.0,2293.0,2812.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1773.0,-1578.0,-1773.0,-1578.0,519.0,2293.0,2812.0,-25.0,2391.0,2168.0,-180.0,-161.0,96.0,276.0,372.0,26.0,2,1,3
536304816897-1,8.0,6.0,8.0,6.0,3.0,-5.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,6.0,3.0,-5.0,-2.0,-1.0,39.0,19.0,0.0,-4.0,10.0,10.0,20.0,2.0,2,1,3
542594518977-1,40.0,33.0,40.0,33.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.0,40.0,33.0,40.0,0.0,40.0,0.0,841.0,643.0,3.0,3.0,3.0,0.0,3.0,1.0,2,1,3
555290919346-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1,1,2
557765626847-1,-406.0,-286.0,-406.0,-286.0,-41.0,365.0,324.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-406.0,-286.0,-406.0,-286.0,-41.0,365.0,324.0,-2.0,735.0,531.0,33.0,26.0,44.0,11.0,55.0,4.0,15,2,17
557911204763-1,0.0,0.0,0.0,0.0,9.0,9.0,18.0,-3.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,-3.0,46.0,31.0,0.0,0.0,5.0,5.0,10.0,4.0,1,1,2
588151195551-1,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,404.0,305.0,0.0,0.0,4.0,4.0,8.0,4.0,4,1,5
594875293547-1,-5.0,-3.0,-5.0,-3.0,-5.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-3.0,-5.0,-3.0,-5.0,0.0,-5.0,0.0,149.0,102.0,149.0,102.0,149.0,0.0,149.0,1.0,1,1,2
601783641769-1,-55.0,-3.0,-55.0,-3.0,-51.0,4.0,-47.0,-1.0,-71.0,-20.0,-71.0,-20.0,-114.0,-43.0,-157.0,-8.0,16.0,17.0,16.0,17.0,63.0,47.0,110.0,7.0,372.0,259.0,73.0,22.0,117.0,44.0,161.0,9.0,6,1,7
616198966979-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,15.0,15.0,16.0,1.0,17.0,1.0,8,1,9
617363168053-1,4.0,29.0,4.0,29.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,4.0,29.0,3.0,0.0,3.0,0.0,115.0,90.0,115.0,90.0,115.0,0.0,115.0,1.0,1,1,2
617717979505-1,1.0,3.0,1.0,3.0,-2.0,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,-2.0,-3.0,-5.0,0.0,117.0,79.0,7.0,4.0,28.0,21.0,49.0,2.0,4,1,5
6184185624-1,-192.0,-56.0,-192.0,-56.0,4.0,196.0,200.0,5.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-192.0,-56.0,-192.0,-56.0,5.0,197.0,202.0,5.0,451.0,189.0,0.0,0.0,2.0,2.0,4.0,1.0,7,8,15
640784729255-1,-561.0,-457.0,-561.0,-457.0,-65.0,494.0,429.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-561.0,-457.0,-561.0,-457.0,-65.0,494.0,429.0,-7.0,643.0,522.0,52.0,35.0,67.0,15.0,82.0,9.0,2,5,7
652758502101-1,12.0,10.0,12.0,10.0,7.0,-5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,12.0,10.0,7.0,-5.0,2.0,1.0,211.0,176.0,36.0,33.0,50.0,14.0,64.0,4.0,2,1,3
654089349285-1,-3.0,0.0,-3.0,0.0,1.0,4.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-3.0,-2.0,-2.0,1.0,-2.0,1.0,3.0,5.0,8.0,2.0,292.0,230.0,1.0,1.0,3.0,2.0,5.0,3.0,1,6,7
66806366616-1,-261.0,-205.0,-261.0,-205.0,-56.0,203.0,147.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-261.0,-205.0,-261.0,-205.0,-56.0,203.0,147.0,-2.0,537.0,439.0,-392.0,-317.0,251.0,643.0,894.0,5.0,1,2,3
695599908844-1,-424.0,-344.0,-424.0,-344.0,-38.0,386.0,348.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-424.0,-344.0,-424.0,-344.0,-38.0,386.0,348.0,-3.0,664.0,548.0,39.0,36.0,40.0,1.0,41.0,6.0,1,1,2
695966602227-1,-232.0,-195.0,-232.0,-195.0,-8.0,224.0,216.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,-236.0,-199.0,-236.0,-199.0,-12.0,224.0,212.0,1.0,458.0,371.0,13.0,12.0,13.0,0.0,13.0,3.0,3,7,10
704064103392-1,-15.0,-12.0,-15.0,-12.0,-168.0,-153.0,-321.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-12.0,-15.0,-12.0,-168.0,-153.0,-321.0,3.0,214.0,170.0,45.0,37.0,204.0,160.0,364.0,1.0,4,3,7
708664933281-1,-82.0,-6.0,-82.0,-6.0,-83.0,0.0,-83.0,0.0,-81.0,-44.0,-81.0,-44.0,-81.0,0.0,-81.0,0.0,-1.0,38.0,-1.0,38.0,-2.0,0.0,-2.0,0.0,176.0,100.0,176.0,100.0,176.0,0.0,176.0,1.0,16,25,41
717455631464-1,-624.0,-488.0,-624.0,-488.0,-20.0,604.0,584.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-624.0,-488.0,-624.0,-488.0,-20.0,604.0,584.0,-5.0,868.0,676.0,1.0,2.0,37.0,36.0,73.0,14.0,13,7,20
72456172364-1,-26.0,-20.0,-26.0,-20.0,-26.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,-20.0,-26.0,-20.0,-26.0,0.0,-26.0,0.0,68.0,56.0,68.0,56.0,68.0,0.0,68.0,1.0,12,2,14
786449541166-1,3.0,4.0,3.0,4.0,3.0,0.0,3.0,1.0,6.0,6.0,6.0,6.0,1.0,-5.0,-4.0,-1.0,-3.0,-2.0,-3.0,-2.0,2.0,5.0,7.0,2.0,149.0,105.0,-2.0,-2.0,4.0,6.0,10.0,2.0,1,1,2
797133169666-1,67.0,62.0,67.0,62.0,50.0,-17.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,62.0,67.0,62.0,50.0,-17.0,33.0,1.0,93.0,84.0,24.0,27.0,77.0,53.0,130.0,1.0,3,2,5
802843381626-1,-5.0,-2.0,-5.0,-2.0,-4.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-2.0,-5.0,-2.0,-4.0,1.0,-3.0,2.0,271.0,225.0,9.0,8.0,25.0,16.0,41.0,10.0,5,2,7
81878376947-1,-1.0,3.0,-1.0,3.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,-1.0,3.0,-2.0,0.0,-2.0,0.0,90.0,52.0,90.0,52.0,90.0,0.0,90.0,1.0,13,2,15
823245019634-1,414.0,296.0,414.0,296.0,0.0,-413.0,-413.0,3.0,416.0,296.0,416.0,296.0,0.0,-415.0,-415.0,0.0,-2.0,0.0,-2.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,-417.0,-297.0,1.0,417.0,418.0,1.0,3,1,4
825096066117-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,38.0,32.0,0.0,0.0,1.0,1.0,2.0,1.0,1,1,2
838386290601-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,1,1,2
839091243336-1,-155.0,-113.0,-155.0,-113.0,-83.0,72.0,-11.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.0,-113.0,-155.0,-113.0,-83.0,72.0,-11.0,-4.0,358.0,270.0,211.0,168.0,237.0,26.0,263.0,6.0,2,3,5
849927950896-1,55.0,41.0,55.0,41.0,58.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,41.0,55.0,41.0,58.0,3.0,61.0,0.0,146.0,111.0,2.0,1.0,2.0,0.0,2.0,2.0,3,1,4
857012001082-1,22.0,62.0,22.0,62.0,-76.0,-98.0,-174.0,2.0,-97.0,-41.0,-97.0,-41.0,-88.0,9.0,-79.0,0.0,119.0,103.0,119.0,103.0,12.0,-107.0,-95.0,2.0,150.0,83.0,-186.0,-211.0,126.0,312.0,438.0,1.0,6,3,9
864000062415-1,-19.0,-5.0,-19.0,-5.0,-3.0,16.0,13.0,3.0,-8.0,-6.0,-8.0,-6.0,-10.0,-2.0,-12.0,-2.0,-11.0,1.0,-11.0,1.0,7.0,18.0,25.0,5.0,286.0,201.0,16.0,11.0,19.0,3.0,22.0,4.0,5,3,8
865620130171-1,-2647.0,-2150.0,-2647.0,-2150.0,-16.0,2631.0,2615.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2647.0,-2150.0,-2647.0,-2150.0,-16.0,2631.0,2615.0,-3.0,2956.0,2394.0,10.0,9.0,18.0,8.0,26.0,5.0,1,3,4
883062358536-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,601.0,532.0,0.0,0.0,4.0,4.0,8.0,3.0,1,1,2
883067272382-1,-10.0,-7.0,-10.0,-7.0,2.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-7.0,-10.0,-7.0,2.0,12.0,14.0,1.0,349.0,273.0,-3.0,-2.0,3.0,6.0,9.0,4.0,4,1,5
891134878759-1,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,61.0,45.0,1.0,1.0,2.0,1.0,3.0,1.0,2,1,3
905153760554-1,-7.0,-2.0,-7.0,-2.0,-6.0,1.0,-5.0,1.0,25.0,32.0,25.0,32.0,-20.0,-45.0,-65.0,1.0,-32.0,-34.0,-32.0,-34.0,14.0,46.0,60.0,0.0,430.0,310.0,-24.0,-30.0,28.0,52.0,80.0,1.0,3,3,6
911271203201-1,15.0,19.0,15.0,19.0,46.0,31.0,77.0,0.0,35.0,30.0,35.0,30.0,65.0,30.0,95.0,0.0,-20.0,-11.0,-20.0,-11.0,-19.0,1.0,-18.0,0.0,66.0,48.0,-1.0,-1.0,2.0,3.0,5.0,1.0,2,3,5
922682733904-1,-39.0,-27.0,-39.0,-27.0,-30.0,9.0,-21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-27.0,-39.0,-27.0,-30.0,9.0,-21.0,3.0,249.0,206.0,129.0,109.0,130.0,1.0,131.0,3.0,3,3,6
926525919272-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,2,4,6
936455278776-1,-1404.0,-989.0,-1404.0,-989.0,-61.0,1343.0,1282.0,-25.0,15.0,7.0,15.0,7.0,-31.0,-46.0,-77.0,-13.0,-1419.0,-996.0,-1419.0,-996.0,-30.0,1389.0,1359.0,-12.0,1664.0,1204.0,-2.0,5.0,75.0,77.0,152.0,36.0,7,1,8
958670475085-1,6.0,7.0,6.0,7.0,3.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,6.0,7.0,6.0,7.0,4.0,-2.0,2.0,2.0,123.0,107.0,-33.0,-27.0,38.0,71.0,109.0,4.0,1,2,3
116012349852-1,-443.0,-395.0,-443.0,-395.0,-30.0,413.0,383.0,-5.0,-17.0,-2.0,-17.0,-2.0,-19.0,-2.0,-21.0,-7.0,-426.0,-393.0,-426.0,-393.0,-11.0,415.0,404.0,2.0,678.0,600.0,32.0,13.0,37.0,5.0,42.0,9.0,1,1,2
122543218019-1,-1943.0,-1531.0,-1943.0,-1531.0,-212.0,1732.0,1520.0,-10.0,-131.0,-115.0,-131.0,-115.0,-131.0,0.0,-131.0,-4.0,-1812.0,-1416.0,-1812.0,-1416.0,-81.0,1732.0,1651.0,-6.0,2184.0,1762.0,448.0,379.0,452.0,4.0,456.0,11.0,10,4,14
124416110103-1,12.0,13.0,12.0,13.0,4.0,-8.0,-4.0,1.0,-82.0,-74.0,-82.0,-74.0,-106.0,-24.0,-130.0,-3.0,94.0,87.0,94.0,87.0,110.0,16.0,126.0,4.0,297.0,243.0,83.0,74.0,111.0,28.0,139.0,7.0,4,2,6
127696746793-1,-3.0,-3.0,-3.0,-3.0,-5.0,-2.0,-7.0,-1.0,5.0,4.0,5.0,4.0,5.0,0.0,5.0,0.0,-8.0,-7.0,-8.0,-7.0,-10.0,-2.0,-12.0,-1.0,133.0,102.0,3.0,3.0,6.0,3.0,9.0,2.0,2,1,3
129139494044-1,-30.0,-18.0,-30.0,-18.0,-30.0,0.0,-30.0,0.0,,,,,,,,,,,,,,,,,177.0,150.0,177.0,150.0,177.0,0.0,177.0,1.0,1,1,2
129221788975-1,118.0,123.0,118.0,123.0,2.0,-116.0,-114.0,-7.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,117.0,122.0,117.0,122.0,2.0,-115.0,-113.0,-7.0,1915.0,1715.0,-670.0,-625.0,126.0,796.0,922.0,38.0,31,1,32
13222601357-1,-1693.0,-1277.0,-1693.0,-1277.0,-8.0,1685.0,1677.0,-6.0,61.0,47.0,61.0,47.0,-4.0,-65.0,-69.0,-3.0,-1754.0,-1324.0,-1754.0,-1324.0,-4.0,1750.0,1746.0,-3.0,2006.0,1515.0,-59.0,-47.0,11.0,70.0,81.0,8.0,7,1,8
133011245168-1,5.0,5.0,5.0,5.0,-4.0,-9.0,-13.0,-4.0,4.0,4.0,4.0,4.0,-4.0,-8.0,-12.0,-4.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,236.0,180.0,-3.0,-3.0,6.0,9.0,15.0,6.0,2,1,3
142620987897-1,-1445.0,-1002.0,-1445.0,-1002.0,112.0,1558.0,1670.0,-15.0,-74.0,-56.0,-74.0,-56.0,-90.0,-16.0,-106.0,-14.0,-1371.0,-946.0,-1371.0,-946.0,202.0,1574.0,1776.0,-1.0,1656.0,1185.0,81.0,62.0,98.0,17.0,115.0,16.0,3,14,17
154179589023-1,-5.0,-5.0,-5.0,-5.0,2.0,7.0,9.0,1.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.0,-7.0,-1.0,2.0,2.0,2.0,2.0,9.0,7.0,16.0,2.0,171.0,137.0,39.0,39.0,39.0,0.0,39.0,4.0,37,16,53
157758024044-1,-248.0,-74.0,-248.0,-74.0,1326.0,1645.0,2971.0,-22.0,180.0,81.0,180.0,81.0,-219.0,-328.0,-547.0,-22.0,-428.0,-155.0,-428.0,-155.0,1545.0,1973.0,3518.0,0.0,1962.0,745.0,-142.0,-64.0,261.0,332.0,593.0,25.0,4,35,39
162644996094-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,614.0,480.0,0.0,0.0,1.0,1.0,2.0,1.0,1,2,3
16441547268-1,20.0,21.0,20.0,21.0,4.0,-16.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,20.0,21.0,4.0,-16.0,-12.0,0.0,208.0,188.0,5.0,0.0,47.0,42.0,89.0,5.0,1,1,2
165333129549-1,-447.0,-352.0,-447.0,-352.0,-72.0,375.0,303.0,-15.0,17.0,13.0,17.0,13.0,-75.0,-92.0,-167.0,-24.0,-464.0,-365.0,-464.0,-365.0,3.0,467.0,470.0,9.0,713.0,536.0,-24.0,-14.0,93.0,117.0,210.0,27.0,2,24,26
170551099120-1,-1208.0,-932.0,-1208.0,-932.0,-196.0,1012.0,816.0,-9.0,-26.0,-19.0,-26.0,-19.0,-60.0,-34.0,-94.0,-5.0,-1182.0,-913.0,-1182.0,-913.0,-136.0,1046.0,910.0,-4.0,1453.0,1141.0,106.0,89.0,210.0,104.0,314.0,17.0,6,3,9
176042200285-1,-1.0,-1.0,-1.0,-1.0,14.0,15.0,29.0,1.0,-24.0,-20.0,-24.0,-20.0,-38.0,-14.0,-52.0,-1.0,23.0,19.0,23.0,19.0,52.0,29.0,81.0,2.0,227.0,195.0,24.0,20.0,49.0,25.0,74.0,5.0,2,1,3
178354188774-1,-1666.0,-1254.0,-1666.0,-1254.0,-188.0,1478.0,1290.0,-11.0,80.0,48.0,80.0,48.0,-190.0,-270.0,-460.0,-13.0,-1746.0,-1302.0,-1746.0,-1302.0,2.0,1748.0,1750.0,2.0,1877.0,1410.0,-79.0,-48.0,193.0,272.0,465.0,15.0,1,6,7
179503381175-1,-6.0,-3.0,-6.0,-3.0,-10.0,-4.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,-6.0,-3.0,-10.0,-4.0,-14.0,0.0,114.0,92.0,6.0,3.0,12.0,6.0,18.0,2.0,3,1,4
181177854343-1,-125.0,-98.0,-125.0,-98.0,-68.0,57.0,-11.0,-2.0,-6.0,-4.0,-6.0,-4.0,-6.0,0.0,-6.0,-1.0,-119.0,-94.0,-119.0,-94.0,-62.0,57.0,-5.0,-1.0,327.0,271.0,100.0,73.0,194.0,94.0,288.0,5.0,58,1,59
181495264632-1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,56.0,52.0,4.0,4.0,4.0,0.0,4.0,1.0,2,10,12
184104402600-1,-6.0,-1.0,-6.0,-1.0,-9.0,-3.0,-12.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-6.0,-1.0,-6.0,-1.0,-8.0,-2.0,-10.0,0.0,440.0,300.0,7.0,2.0,12.0,5.0,17.0,2.0,2,1,3
186405798120-1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,849.0,651.0,-11.0,-12.0,161.0,172.0,333.0,11.0,7,1,8
187937374571-1,-2.0,0.0,-2.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,0.0,-3.0,0.0,-1.0,2.0,1.0,0.0,235.0,203.0,141.0,127.0,202.0,61.0,263.0,2.0,3,1,4
197238875522-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,126.0,31.0,25.0,31.0,0.0,31.0,1.0,2,1,3
202601267515-1,8.0,10.0,8.0,10.0,8.0,0.0,8.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,9.0,10.0,9.0,10.0,9.0,0.0,9.0,0.0,47.0,32.0,47.0,32.0,47.0,0.0,47.0,1.0,2,1,3
209239030848-1,8.0,8.0,8.0,8.0,-1.0,-9.0,-10.0,-1.0,-4.0,-3.0,-4.0,-3.0,-9.0,-5.0,-14.0,0.0,12.0,11.0,12.0,11.0,8.0,-4.0,4.0,-1.0,176.0,130.0,-5.0,-5.0,10.0,15.0,25.0,3.0,1,1,2
